locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJBIFGEO_02107	CDS	912				hypothetical protein
AJBIFGEO_02108	CDS	1545	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
AJBIFGEO_02109	tRNA	97				tRNA-Arg(ccg)
AJBIFGEO_02110	CDS	2103	tkt	2.2.1.1	COG0021	Transketolase
AJBIFGEO_02111	CDS	603				hypothetical protein
AJBIFGEO_02112	CDS	1344	pafA	6.3.1.19		Pup--protein ligase
AJBIFGEO_02113	CDS	999	pafB		COG2378	Protein PafB
AJBIFGEO_02114	CDS	951	pafC		COG2378	Protein PafC
AJBIFGEO_02115	CDS	252	tatA			Sec-independent protein translocase protein TatA
AJBIFGEO_02116	CDS	855	tatC		COG0805	Sec-independent protein translocase protein TatC
AJBIFGEO_02117	CDS	2721	helY	3.6.4.-	COG4581	putative helicase HelY
AJBIFGEO_02118	CDS	735				putative protein
AJBIFGEO_02119	CDS	921		3.1.11.-	COG0258	5'-3' exonuclease
AJBIFGEO_02120	CDS	1215	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
AJBIFGEO_02121	CDS	1770	pknJ	2.7.11.1		Serine/threonine-protein kinase PknJ
AJBIFGEO_02122	CDS	606				hypothetical protein
AJBIFGEO_02123	CDS	432				putative protein
AJBIFGEO_02124	CDS	543				hypothetical protein
AJBIFGEO_02125	CDS	945				hypothetical protein
AJBIFGEO_02126	CDS	771				putative protein
AJBIFGEO_02127	CDS	303				hypothetical protein
AJBIFGEO_02128	CDS	432		3.1.-.-	COG1848	Ribonuclease VapC33
AJBIFGEO_02129	CDS	270				Antitoxin VapB33
AJBIFGEO_02130	CDS	990	mdh	1.1.1.37	COG0039	Malate dehydrogenase
AJBIFGEO_02131	CDS	1101	corA		COG0598	Cobalt/magnesium transport protein CorA
AJBIFGEO_02132	CDS	1182	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
AJBIFGEO_02133	CDS	840	sugB		COG0395	Trehalose transport system permease protein SugB
AJBIFGEO_02134	CDS	924	sugA		COG1175	Trehalose transport system permease protein SugA
AJBIFGEO_02135	CDS	1401	lpqY		COG1653	Trehalose-binding lipoprotein LpqY
AJBIFGEO_02136	CDS	528				hypothetical protein
AJBIFGEO_02137	CDS	297				hypothetical protein
AJBIFGEO_02138	CDS	1308				hypothetical protein
AJBIFGEO_02139	CDS	543				hypothetical protein
AJBIFGEO_02140	CDS	1236				hypothetical protein
AJBIFGEO_02141	CDS	1146	mrp		COG0489	Iron-sulfur cluster carrier protein
AJBIFGEO_02142	CDS	558				hypothetical protein
AJBIFGEO_02143	CDS	435				hypothetical protein
AJBIFGEO_02144	CDS	1464				hypothetical protein
AJBIFGEO_02145	CDS	831	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
AJBIFGEO_02146	CDS	396	tatB			Sec-independent protein translocase protein TatB
AJBIFGEO_02147	CDS	1575				hypothetical protein
AJBIFGEO_02148	CDS	465	rseA			Anti-sigma-E factor RseA
AJBIFGEO_02149	CDS	774	sigE		COG1595	ECF RNA polymerase sigma factor SigE
AJBIFGEO_02150	CDS	744		2.1.1.-	COG4122	Putative O-methyltransferase
AJBIFGEO_02151	CDS	639	raaS			HTH-type transcriptional regulatory protein RaaS
AJBIFGEO_02152	CDS	279				hypothetical protein
AJBIFGEO_02153	CDS	1044	nusA		COG0195	Transcription termination/antitermination protein NusA
AJBIFGEO_02154	CDS	552	rimP		COG0779	Ribosome maturation factor RimP
AJBIFGEO_02155	CDS	486				hypothetical protein
AJBIFGEO_02156	CDS	489				hypothetical protein
AJBIFGEO_02157	CDS	1881	proS	6.1.1.15	COG0442	Proline--tRNA ligase
AJBIFGEO_02158	CDS	1593	efpA			putative MFS-type transporter EfpA
AJBIFGEO_02159	CDS	1218	cysG_2		COG0007	Siroheme synthase
AJBIFGEO_02160	CDS	1374	cobB_2	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
AJBIFGEO_02161	CDS	624	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
AJBIFGEO_02162	CDS	1890			COG1239	putative protein
AJBIFGEO_02163	CDS	471				hypothetical protein
AJBIFGEO_02164	CDS	1167	mqo	1.1.5.4	COG0579	putative malate:quinone oxidoreductase
AJBIFGEO_02165	CDS	192				hypothetical protein
AJBIFGEO_02166	CDS	624				hypothetical protein
AJBIFGEO_02167	CDS	753				hypothetical protein
AJBIFGEO_02168	CDS	426		3.1.-.-		Ribonuclease VapC38
AJBIFGEO_02169	CDS	1182	bkdC	2.3.1.168	COG0508	Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex
AJBIFGEO_02170	CDS	1047	bkdB	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
AJBIFGEO_02171	CDS	1074	bkdA	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
AJBIFGEO_02172	CDS	822	citE	4.1.-.-	COG2301	Citrate lyase subunit beta-like protein
AJBIFGEO_02173	CDS	558				hypothetical protein
AJBIFGEO_02174	CDS	1185	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AJBIFGEO_02175	CDS	1965	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
AJBIFGEO_02176	CDS	1590		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
AJBIFGEO_02177	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
AJBIFGEO_02178	CDS	747	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
AJBIFGEO_02179	CDS	135				hypothetical protein
AJBIFGEO_02180	CDS	648				hypothetical protein
AJBIFGEO_02181	CDS	669	pknH	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
AJBIFGEO_02182	CDS	555				putative protein
AJBIFGEO_02183	CDS	1194		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
AJBIFGEO_02184	CDS	1389	amiB2	3.5.1.4	COG0154	Putative amidase AmiB2
AJBIFGEO_02185	CDS	435				hypothetical protein
AJBIFGEO_02186	CDS	474		1.1.98.-		F420H(2)-dependent quinone reductase
AJBIFGEO_02187	CDS	951			COG0654	putative protein
AJBIFGEO_02188	CDS	813	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
AJBIFGEO_02189	CDS	1260	tap			Multidrug efflux pump Tap
AJBIFGEO_02190	CDS	1203		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AJBIFGEO_02191	CDS	1206		1.14.-.-	COG2124	Cytochrome P450 130
AJBIFGEO_02192	CDS	609				putative HTH-type transcriptional regulator
AJBIFGEO_02193	CDS	1152				hypothetical protein
AJBIFGEO_02194	CDS	1692	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
AJBIFGEO_02195	CDS	609	lprE			Putative lipoprotein LprE
AJBIFGEO_02196	CDS	3420				hypothetical protein
AJBIFGEO_02197	CDS	1740	bmr3			Multidrug resistance protein 3
AJBIFGEO_02198	CDS	789				hypothetical protein
AJBIFGEO_02199	CDS	318				hypothetical protein
AJBIFGEO_02200	CDS	957				hypothetical protein
AJBIFGEO_02201	CDS	546	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
AJBIFGEO_02202	CDS	903	hsaC	1.13.11.25	COG0346	Iron-dependent extradiol dioxygenase
AJBIFGEO_02203	CDS	564	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
AJBIFGEO_02204	CDS	852	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
AJBIFGEO_02205	CDS	1167	aspC_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
AJBIFGEO_02206	CDS	957		1.3.99.-		Acyl-CoA dehydrogenase FadE27
AJBIFGEO_02207	CDS	954	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
AJBIFGEO_02208	CDS	1134		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
AJBIFGEO_02209	CDS	1524	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AJBIFGEO_02210	CDS	1158		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
AJBIFGEO_02211	CDS	789	fabG2_2	1.-.-.-		putative oxidoreductase
AJBIFGEO_02212	CDS	1659				putative PPE family protein PPE40
AJBIFGEO_02213	CDS	603	kstR2			HTH-type transcriptional repressor KstR2
AJBIFGEO_02214	CDS	1161	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
AJBIFGEO_02215	CDS	870				hypothetical protein
AJBIFGEO_02216	CDS	2019	hmp_2	1.14.12.17		Flavohemoprotein
AJBIFGEO_02217	CDS	1068		1.6.5.11	COG2070	NADH:quinone reductase
AJBIFGEO_02218	CDS	753		2.8.3.-	COG2057	Putative CoA-transferase subunit beta
AJBIFGEO_02219	CDS	879		2.8.3.-	COG1788	Putative CoA-transferase subunit alpha
AJBIFGEO_02220	CDS	744	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
AJBIFGEO_02221	CDS	780	fadH_2	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
AJBIFGEO_02222	CDS	915		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
AJBIFGEO_02223	CDS	456	ddn_2	1.-.-.-		Deazaflavin-dependent nitroreductase
AJBIFGEO_02224	CDS	1176	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
AJBIFGEO_02225	CDS	1254		1.14.15.29	COG2124	Steroid C26-monooxygenase
AJBIFGEO_02226	tRNA	93				tRNA-Gly(gcc)
AJBIFGEO_02227	CDS	1164		1.3.99.-		Acyl-CoA dehydrogenase FadE29
AJBIFGEO_02228	CDS	936				hypothetical protein
AJBIFGEO_02229	CDS	390				hypothetical protein
AJBIFGEO_02230	CDS	1161				hypothetical protein
AJBIFGEO_02231	CDS	1440				hypothetical protein
AJBIFGEO_02232	CDS	861				hypothetical protein
AJBIFGEO_02233	CDS	1692	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
AJBIFGEO_02234	CDS	786	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
AJBIFGEO_02235	CDS	912	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
AJBIFGEO_02236	CDS	1041		4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
AJBIFGEO_02237	CDS	1749				putative PPE family protein PPE40
AJBIFGEO_02238	CDS	1221				putative PPE family protein PPE51
AJBIFGEO_02239	CDS	1128				hypothetical protein
AJBIFGEO_02240	CDS	783	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AJBIFGEO_02241	CDS	1155				hypothetical protein
AJBIFGEO_02242	CDS	198				hypothetical protein
AJBIFGEO_02243	CDS	711				hypothetical protein
AJBIFGEO_02244	CDS	450				hypothetical protein
AJBIFGEO_02245	CDS	597	kshA_1	1.14.15.30	COG4638	3-ketosteroid-9-alpha-monooxygenase, oxygenase component
AJBIFGEO_02246	CDS	816				hypothetical protein
AJBIFGEO_02247	CDS	1029				hypothetical protein
AJBIFGEO_02248	CDS	771	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
AJBIFGEO_02249	CDS	813	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AJBIFGEO_02250	CDS	861	pip	3.4.11.5		Proline iminopeptidase
AJBIFGEO_02251	CDS	1329				hypothetical protein
AJBIFGEO_02252	CDS	1005	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
AJBIFGEO_02253	CDS	651	narL		COG2197	putative transcriptional regulatory protein NarL
AJBIFGEO_02254	CDS	1278	narS	2.7.13.3	COG4585	putative sensor histidine kinase NarS
AJBIFGEO_02255	CDS	1515	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
AJBIFGEO_02256	CDS	417	lpqS			Lipoprotein LpqS
AJBIFGEO_02257	CDS	1215	cysK2	2.5.1.-	COG0031	S-sulfocysteine synthase
AJBIFGEO_02258	CDS	1260	mdtH			Multidrug resistance protein MdtH
AJBIFGEO_02259	CDS	333				hypothetical protein
AJBIFGEO_02260	CDS	828	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
AJBIFGEO_02261	CDS	735				hypothetical protein
AJBIFGEO_02262	CDS	1683	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
AJBIFGEO_02263	CDS	444				hypothetical protein
AJBIFGEO_02264	CDS	1080	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
AJBIFGEO_02265	CDS	405				hypothetical protein
AJBIFGEO_02266	CDS	474				hypothetical protein
AJBIFGEO_02267	CDS	1194	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
AJBIFGEO_02268	CDS	1212	fadA_3	2.3.1.-	COG0183	Putative acyltransferase
AJBIFGEO_02269	CDS	2163	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
AJBIFGEO_02270	CDS	1650				hypothetical protein
AJBIFGEO_02271	CDS	2271				hypothetical protein
AJBIFGEO_02272	CDS	234				hypothetical protein
AJBIFGEO_02273	CDS	504	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
AJBIFGEO_02274	CDS	483	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
AJBIFGEO_02275	CDS	426	moaE2_2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
AJBIFGEO_02276	CDS	459	rpfA	3.-.-.-		Resuscitation-promoting factor RpfA
AJBIFGEO_02277	CDS	141				hypothetical protein
AJBIFGEO_02278	CDS	540				hypothetical protein
AJBIFGEO_02279	CDS	2451				hypothetical protein
AJBIFGEO_02280	CDS	2649				hypothetical protein
AJBIFGEO_02281	CDS	1290	aspC_2	2.6.1.1	COG0436	putative aspartate aminotransferase
AJBIFGEO_02282	CDS	366				hypothetical protein
AJBIFGEO_02283	CDS	759				hypothetical protein
AJBIFGEO_02284	CDS	579				hypothetical protein
AJBIFGEO_02285	CDS	216				Antitoxin VapB26
AJBIFGEO_02286	CDS	408		3.1.-.-	COG2402	Ribonuclease VapC26
AJBIFGEO_02287	CDS	687				hypothetical protein
AJBIFGEO_02288	CDS	2634				hypothetical protein
AJBIFGEO_02289	CDS	2388				hypothetical protein
AJBIFGEO_02290	CDS	345	mce2R		COG2186	HTH-type transcriptional regulator Mce2R
AJBIFGEO_02291	CDS	798				hypothetical protein
AJBIFGEO_02292	CDS	888				hypothetical protein
AJBIFGEO_02293	CDS	1215				hypothetical protein
AJBIFGEO_02294	CDS	1032				hypothetical protein
AJBIFGEO_02295	CDS	1446				hypothetical protein
AJBIFGEO_02296	CDS	1527				hypothetical protein
AJBIFGEO_02297	CDS	1011	lprN_2			Lipoprotein LprN
AJBIFGEO_02298	CDS	1551				hypothetical protein
AJBIFGEO_02299	CDS	396	vapC4	3.1.-.-	COG1487	Ribonuclease VapC4
AJBIFGEO_02300	CDS	258	vapB4		COG4118	Antitoxin VapB4
AJBIFGEO_02301	CDS	1236			COG1373	putative protein
AJBIFGEO_02302	CDS	174				hypothetical protein
AJBIFGEO_02303	CDS	414		3.1.-.-		Ribonuclease VapC27
AJBIFGEO_02304	CDS	237			COG2002	Antitoxin VapB27
AJBIFGEO_02305	CDS	507		2.7.13.3	COG0642	Sensor histidine kinase component HK1
AJBIFGEO_02306	CDS	531		2.7.13.3	COG0642	Sensor histidine kinase component HK2
AJBIFGEO_02307	CDS	696	tcrA		COG0745	Transcriptional regulatory protein TcrA
AJBIFGEO_02308	CDS	312				hypothetical protein
AJBIFGEO_02309	CDS	927				hypothetical protein
AJBIFGEO_02310	CDS	585			COG2452	putative protein
AJBIFGEO_02311	CDS	744				IS607 family transposase IS1536
AJBIFGEO_02312	CDS	471				hypothetical protein
AJBIFGEO_02313	CDS	246			COG4423	Antitoxin VapB28
AJBIFGEO_02314	CDS	402		3.1.-.-	COG3742	Ribonuclease VapC28
AJBIFGEO_02315	CDS	198				putative proteinB
AJBIFGEO_02316	CDS	915				hypothetical protein
AJBIFGEO_02317	CDS	222				hypothetical protein
AJBIFGEO_02318	CDS	549				hypothetical protein
AJBIFGEO_02319	CDS	2568				hypothetical protein
AJBIFGEO_02320	CDS	750				hypothetical protein
AJBIFGEO_02321	CDS	240				hypothetical protein
AJBIFGEO_02322	CDS	228				Putative antitoxin VapB29
AJBIFGEO_02323	CDS	402		3.1.-.-	COG1848	Ribonuclease VapC29
AJBIFGEO_02324	CDS	1185				hypothetical protein
AJBIFGEO_02325	CDS	1092	galK	2.7.1.6	COG0153	Galactokinase
AJBIFGEO_02326	CDS	1398				hypothetical protein
AJBIFGEO_02327	CDS	186				hypothetical protein
AJBIFGEO_02328	CDS	423				hypothetical protein
AJBIFGEO_02329	CDS	462				hypothetical protein
AJBIFGEO_02330	CDS	1230				hypothetical protein
AJBIFGEO_02331	CDS	804				hypothetical protein
AJBIFGEO_02332	CDS	252				hypothetical protein
AJBIFGEO_02333	CDS	1227	ldtB	2.3.2.-	COG1376	L,D-transpeptidase 2
AJBIFGEO_02334	tRNA	74				tRNA-Lys(ctt)
AJBIFGEO_02335	CDS	1122				hypothetical protein
AJBIFGEO_02336	CDS	399				PE-PGRS family protein PE_PGRS16
AJBIFGEO_02337	CDS	228				hypothetical protein
AJBIFGEO_02338	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
AJBIFGEO_02339	CDS	1413	dapE_4	3.5.1.18		Succinyl-diaminopimelate desuccinylase
AJBIFGEO_02340	CDS	393	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
AJBIFGEO_02341	CDS	4662				hypothetical protein
AJBIFGEO_02342	CDS	786				hypothetical protein
AJBIFGEO_02343	CDS	1119				hypothetical protein
AJBIFGEO_02344	CDS	969				hypothetical protein
AJBIFGEO_02345	CDS	690	cysE	2.3.1.30	COG1045	Serine acetyltransferase
AJBIFGEO_02346	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
AJBIFGEO_02347	CDS	1572	stp			Multidrug resistance protein Stp
AJBIFGEO_02348	CDS	405	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
AJBIFGEO_02349	CDS	99				hypothetical protein
AJBIFGEO_02350	CDS	705				hypothetical protein
AJBIFGEO_02351	CDS	129				hypothetical protein
AJBIFGEO_02352	CDS	387				hypothetical protein
AJBIFGEO_02353	CDS	528	lppP			Putative lipoprotein LppP
AJBIFGEO_02354	CDS	1548	narK_1		COG2223	Nitrate/nitrite transporter NarK
AJBIFGEO_02355	CDS	1149				putative PE family protein PE23
AJBIFGEO_02356	CDS	492				hypothetical protein
AJBIFGEO_02357	CDS	2094			COG1122	putative ABC transporter ATP-binding protein
AJBIFGEO_02358	CDS	849			COG0619	putative protein
AJBIFGEO_02359	CDS	447	asnC		COG1522	Regulatory protein AsnC
AJBIFGEO_02360	CDS	774		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
AJBIFGEO_02361	CDS	666	rocD2	2.6.1.13		Ornithine aminotransferase 2
AJBIFGEO_02362	CDS	546	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
AJBIFGEO_02363	CDS	1398	yhdG_1		COG0531	putative amino acid permease YhdG
AJBIFGEO_02364	CDS	666			COG0589	Universal stress protein
AJBIFGEO_02365	CDS	183			COG0589	Universal stress protein
AJBIFGEO_02366	CDS	1323				hypothetical protein
AJBIFGEO_02367	CDS	825	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
AJBIFGEO_02368	CDS	873	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
AJBIFGEO_02369	CDS	1518				hypothetical protein
AJBIFGEO_02370	CDS	1374				hypothetical protein
AJBIFGEO_02371	CDS	855			COG2128	putative protein
AJBIFGEO_02372	CDS	270				hypothetical protein
AJBIFGEO_02373	CDS	597				hypothetical protein
AJBIFGEO_02374	CDS	342				hypothetical protein
AJBIFGEO_02375	CDS	153				hypothetical protein
AJBIFGEO_02376	CDS	168				hypothetical protein
AJBIFGEO_02377	CDS	456	xerC_2			Tyrosine recombinase XerC
AJBIFGEO_02378	tRNA	75				tRNA-Met(cat)
AJBIFGEO_02379	CDS	93				hypothetical protein
AJBIFGEO_02380	CDS	333				hypothetical protein
AJBIFGEO_02381	CDS	717				hypothetical protein
AJBIFGEO_02382	CDS	216				hypothetical protein
AJBIFGEO_02383	CDS	159				hypothetical protein
AJBIFGEO_02384	CDS	822			COG1073	putative protein
AJBIFGEO_02385	CDS	426				hypothetical protein
AJBIFGEO_02386	CDS	264				hypothetical protein
AJBIFGEO_02387	CDS	1290			COG4908	putative protein
AJBIFGEO_02388	CDS	210				hypothetical protein
AJBIFGEO_02389	CDS	924				hypothetical protein
AJBIFGEO_02390	CDS	243				putative protein
AJBIFGEO_02391	CDS	660	cut2	3.1.1.74		putative cutinase cut2
AJBIFGEO_02392	CDS	819		3.-.-.-		putative metallo-hydrolase
AJBIFGEO_02393	CDS	1944	htpG		COG0326	Chaperone protein HtpG
AJBIFGEO_02394	CDS	1068		1.-.-.-	COG0667	putative oxidoreductase
AJBIFGEO_02395	CDS	453				putative protein
AJBIFGEO_02396	CDS	903	dhmA1	3.8.1.5		Haloalkane dehalogenase 1
AJBIFGEO_02397	CDS	639				hypothetical protein
AJBIFGEO_02398	CDS	1164		4.4.1.13	COG1168	Putative cystathionine beta-lyase
AJBIFGEO_02399	CDS	1005	mtnN_1	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AJBIFGEO_02400	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
AJBIFGEO_02401	CDS	366	lppO			Putative lipoprotein LppO
AJBIFGEO_02402	CDS	849	cdh	3.6.1.26	COG2134	putative CDP-diacylglycerol pyrophosphatase
AJBIFGEO_02403	CDS	1593			COG0025	putative Na(+)/H(+) exchanger
AJBIFGEO_02404	CDS	471				hypothetical protein
AJBIFGEO_02405	CDS	558				hypothetical protein
AJBIFGEO_02406	CDS	2964				hypothetical protein
AJBIFGEO_02407	CDS	465				hypothetical protein
AJBIFGEO_02408	CDS	864				hypothetical protein
AJBIFGEO_02409	CDS	1272				hypothetical protein
AJBIFGEO_02410	CDS	1083	dap_1	3.4.11.19		D-aminopeptidase
AJBIFGEO_02411	CDS	1281				hypothetical protein
AJBIFGEO_02412	CDS	381				hypothetical protein
AJBIFGEO_02413	CDS	1863		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
AJBIFGEO_02414	CDS	480				Immunogenic protein MPT63
AJBIFGEO_02415	CDS	774				hypothetical protein
AJBIFGEO_02416	CDS	768	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
AJBIFGEO_02417	CDS	525				hypothetical protein
AJBIFGEO_02418	CDS	231			COG0693	HTH-type transcriptional regulator
AJBIFGEO_02419	CDS	279				hypothetical protein
AJBIFGEO_02420	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
AJBIFGEO_02421	CDS	1092	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
AJBIFGEO_02422	CDS	1230		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
AJBIFGEO_02423	CDS	957				Putative enoyl-CoA hydratase EchA13
AJBIFGEO_02424	CDS	1110		1.14.14.155		3,6-diketocamphane 1,6-monooxygenase
AJBIFGEO_02425	CDS	2520	hmp_3	1.14.12.17		Flavohemoprotein
AJBIFGEO_02426	CDS	1071	ephB_2	3.3.2.10		Epoxide hydrolase B
AJBIFGEO_02427	CDS	516		1.5.1.37		Flavin reductase
AJBIFGEO_02428	CDS	1062	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
AJBIFGEO_02429	CDS	771	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
AJBIFGEO_02430	CDS	330	mazF5	3.1.-.-	COG2337	putative endoribonuclease MazF5
AJBIFGEO_02431	CDS	378	mazE5			Antitoxin MazE5
AJBIFGEO_02432	CDS	486				hypothetical protein
AJBIFGEO_02433	CDS	267				hypothetical protein
AJBIFGEO_02434	CDS	1044	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
AJBIFGEO_02435	CDS	543	rplQ		COG0203	50S ribosomal protein L17
AJBIFGEO_02436	CDS	894	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
AJBIFGEO_02437	CDS	1686				hypothetical protein
AJBIFGEO_02438	CDS	681	cut3_1	3.1.1.74		putative cutinase cut3
AJBIFGEO_02439	CDS	789	cut3_2	3.1.1.74		putative cutinase cut3
AJBIFGEO_02440	CDS	1413	eccB3_2	3.6.-.-		ESX-3 secretion system ATPase EccB3
AJBIFGEO_02441	CDS	1374	mycP4	3.4.21.-	COG1404	Mycosin-4
AJBIFGEO_02442	CDS	1404	eccD1_1			ESX-1 secretion system protein EccD1
AJBIFGEO_02443	CDS	3711	eccC		COG1674	ESX secretion system protein EccC
AJBIFGEO_02444	CDS	1215				hypothetical protein
AJBIFGEO_02445	CDS	432				hypothetical protein
AJBIFGEO_02446	CDS	303	esxT		COG4842	ESAT-6-like protein EsxT
AJBIFGEO_02447	CDS	534	rplM		COG0102	50S ribosomal protein L13
AJBIFGEO_02448	CDS	456	rpsI		COG0103	30S ribosomal protein S9
AJBIFGEO_02449	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
AJBIFGEO_02450	CDS	312				hypothetical protein
AJBIFGEO_02451	CDS	1431				hypothetical protein
AJBIFGEO_02452	CDS	843				hypothetical protein
AJBIFGEO_02453	CDS	477				hypothetical protein
AJBIFGEO_02454	CDS	1875	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
AJBIFGEO_02455	CDS	939				hypothetical protein
AJBIFGEO_02456	CDS	699				hypothetical protein
AJBIFGEO_02457	CDS	1422	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AJBIFGEO_02458	CDS	1383	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
AJBIFGEO_02459	CDS	846				IS256 family transposase ISRo1
AJBIFGEO_02460	CDS	105				hypothetical protein
AJBIFGEO_02461	CDS	165				hypothetical protein
AJBIFGEO_02462	CDS	207				hypothetical protein
AJBIFGEO_02463	CDS	351				hypothetical protein
AJBIFGEO_02464	CDS	1041				hypothetical protein
AJBIFGEO_02465	CDS	1380	mtr	1.8.1.15	COG1249	Mycothione reductase
AJBIFGEO_02466	CDS	1119	nixA		COG3376	Nickel transporter NixA
AJBIFGEO_02467	CDS	333	hypB_1			Hydrogenase maturation factor HypB
AJBIFGEO_02468	CDS	216	hypB_2		COG0378	Hydrogenase maturation factor HypB
AJBIFGEO_02469	CDS	774	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
AJBIFGEO_02470	CDS	1368	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
AJBIFGEO_02471	CDS	927		2.4.2.-	COG2071	Putative glutamine amidotransferase
AJBIFGEO_02472	CDS	1374	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
AJBIFGEO_02473	CDS	858	map	3.4.11.18	COG0024	Methionine aminopeptidase 2
AJBIFGEO_02474	CDS	585				putative protein
