locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAKPHHPE_02061	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
PAKPHHPE_02062	CDS	318	gdx			Guanidinium exporter
PAKPHHPE_02063	CDS	588	rcsA_2			Transcriptional regulatory protein RcsA
PAKPHHPE_02064	CDS	174				hypothetical protein
PAKPHHPE_02065	CDS	567	efp		COG0231	Elongation factor P
PAKPHHPE_02066	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
PAKPHHPE_02067	CDS	858				hypothetical protein
PAKPHHPE_02068	CDS	354				hypothetical protein
PAKPHHPE_02069	CDS	1647	groL			60 kDa chaperonin
PAKPHHPE_02070	CDS	294	groS		COG0234	10 kDa chaperonin
PAKPHHPE_02071	CDS	1263	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
PAKPHHPE_02072	CDS	516				hypothetical protein
PAKPHHPE_02073	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
PAKPHHPE_02074	CDS	1302	dcuA_2		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
PAKPHHPE_02075	CDS	348	cutA		COG1324	Divalent-cation tolerance protein CutA
PAKPHHPE_02076	CDS	1704	dsbD_2	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
PAKPHHPE_02077	CDS	576				hypothetical protein
PAKPHHPE_02078	tRNA	76				tRNA-Phe(gaa)
PAKPHHPE_02079	CDS	333	hmrR_1			HTH-type transcriptional regulator HmrR
PAKPHHPE_02080	CDS	378				hypothetical protein
PAKPHHPE_02081	CDS	753	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
PAKPHHPE_02082	CDS	492				hypothetical protein
PAKPHHPE_02083	CDS	294				hypothetical protein
PAKPHHPE_02084	CDS	876	gadX_1			HTH-type transcriptional regulator GadX
PAKPHHPE_02085	CDS	273				hypothetical protein
PAKPHHPE_02086	CDS	363				hypothetical protein
PAKPHHPE_02087	CDS	861	yjiK		COG3204	putative protein YjiK
PAKPHHPE_02088	CDS	1401				hypothetical protein
PAKPHHPE_02089	CDS	594	dmsD_1		COG3381	Tat proofreading chaperone DmsD
PAKPHHPE_02090	CDS	774	dmsC_3		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
PAKPHHPE_02091	CDS	627	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PAKPHHPE_02092	CDS	2430	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
PAKPHHPE_02093	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
PAKPHHPE_02094	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
PAKPHHPE_02095	CDS	267				hypothetical protein
PAKPHHPE_02096	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
PAKPHHPE_02097	CDS	1647	fumB_2	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
PAKPHHPE_02098	CDS	1431	melB		COG2211	Melibiose carrier protein
PAKPHHPE_02099	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
PAKPHHPE_02100	CDS	933	melR			Melibiose operon regulatory protein
PAKPHHPE_02101	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
PAKPHHPE_02102	CDS	795	gadX_2			HTH-type transcriptional regulator GadX
PAKPHHPE_02103	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
PAKPHHPE_02104	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
PAKPHHPE_02105	CDS	669	basR			Transcriptional regulatory protein BasR
PAKPHHPE_02106	CDS	1080	basS	2.7.13.3		Sensor protein BasS
PAKPHHPE_02107	CDS	90				hypothetical protein
PAKPHHPE_02108	CDS	1503	proP_2			Proline/betaine transporter
PAKPHHPE_02109	CDS	336				hypothetical protein
PAKPHHPE_02110	CDS	444				hypothetical protein
PAKPHHPE_02111	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
PAKPHHPE_02112	CDS	909				hypothetical protein
PAKPHHPE_02113	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
PAKPHHPE_02114	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
PAKPHHPE_02115	CDS	690				hypothetical protein
PAKPHHPE_02116	CDS	1311	gltP		COG1301	Proton/glutamate-aspartate symporter
PAKPHHPE_02117	CDS	621	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
PAKPHHPE_02118	CDS	2223				hypothetical protein
PAKPHHPE_02119	CDS	957				hypothetical protein
PAKPHHPE_02120	CDS	672	ydhX		COG0437	putative ferredoxin-like protein YdhX
PAKPHHPE_02121	CDS	567	nrfB			Cytochrome c-type protein NrfB
PAKPHHPE_02122	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
PAKPHHPE_02123	CDS	1959	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PAKPHHPE_02124	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
PAKPHHPE_02125	CDS	1650	actP_1		COG4147	Cation/acetate symporter ActP
PAKPHHPE_02126	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
PAKPHHPE_02127	CDS	411	cidA			Holin-like protein CidA
PAKPHHPE_02128	CDS	888	oxyR_2			Hydrogen peroxide-inducible genes activator
PAKPHHPE_02129	CDS	1689	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
PAKPHHPE_02130	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
PAKPHHPE_02131	CDS	669				hypothetical protein
PAKPHHPE_02132	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
PAKPHHPE_02133	CDS	324	soxS			Regulatory protein SoxS
PAKPHHPE_02134	CDS	1602	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
PAKPHHPE_02135	CDS	282				hypothetical protein
PAKPHHPE_02136	CDS	2067	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PAKPHHPE_02137	CDS	3837				hypothetical protein
PAKPHHPE_02138	CDS	9846				hypothetical protein
PAKPHHPE_02139	CDS	1278	prsE_1			Type I secretion system membrane fusion protein PrsE
PAKPHHPE_02140	CDS	1320	tolC_1		COG1538	Outer membrane protein TolC
PAKPHHPE_02141	CDS	1389				hypothetical protein
PAKPHHPE_02142	CDS	633				hypothetical protein
PAKPHHPE_02143	CDS	531	ssb		COG0629	Single-stranded DNA-binding protein
PAKPHHPE_02144	CDS	2826	uvrA		COG0178	UvrABC system protein A
PAKPHHPE_02145	CDS	444				hypothetical protein
PAKPHHPE_02146	CDS	339				hypothetical protein
PAKPHHPE_02147	CDS	357	yjbR		COG2315	putative protein YjbR
PAKPHHPE_02148	CDS	417				hypothetical protein
PAKPHHPE_02149	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
PAKPHHPE_02150	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
PAKPHHPE_02151	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
PAKPHHPE_02152	CDS	1416	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
PAKPHHPE_02153	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
PAKPHHPE_02154	CDS	243	pspG			Phage shock protein G
PAKPHHPE_02155	CDS	999	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
PAKPHHPE_02156	CDS	1311				hypothetical protein
PAKPHHPE_02157	CDS	522	zur		COG0735	Zinc uptake regulation protein
PAKPHHPE_02158	CDS	105				hypothetical protein
PAKPHHPE_02159	CDS	213				hypothetical protein
PAKPHHPE_02160	CDS	129				hypothetical protein
PAKPHHPE_02161	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
PAKPHHPE_02162	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
PAKPHHPE_02163	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
PAKPHHPE_02164	CDS	2421	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
PAKPHHPE_02165	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
PAKPHHPE_02166	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
PAKPHHPE_02167	CDS	918				hypothetical protein
PAKPHHPE_02168	CDS	1359	lamB		COG4580	Maltoporin
PAKPHHPE_02169	CDS	1110	malK	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
PAKPHHPE_02170	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
PAKPHHPE_02171	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
PAKPHHPE_02172	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
PAKPHHPE_02173	CDS	411	psiE		COG3223	Protein PsiE
PAKPHHPE_02174	CDS	2097				hypothetical protein
PAKPHHPE_02175	CDS	738				hypothetical protein
PAKPHHPE_02176	CDS	639	gfcB			putative lipoprotein GfcB
PAKPHHPE_02177	CDS	246				hypothetical protein
PAKPHHPE_02178	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
PAKPHHPE_02179	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
PAKPHHPE_02180	CDS	348				hypothetical protein
PAKPHHPE_02181	CDS	288				hypothetical protein
PAKPHHPE_02182	CDS	573	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
PAKPHHPE_02183	CDS	315				hypothetical protein
PAKPHHPE_02184	CDS	456				hypothetical protein
PAKPHHPE_02185	CDS	198				hypothetical protein
PAKPHHPE_02186	CDS	1428				hypothetical protein
PAKPHHPE_02187	CDS	525				hypothetical protein
PAKPHHPE_02188	CDS	318				hypothetical protein
PAKPHHPE_02189	CDS	2355				hypothetical protein
PAKPHHPE_02190	CDS	954				hypothetical protein
PAKPHHPE_02191	CDS	210				hypothetical protein
PAKPHHPE_02192	CDS	1044				hypothetical protein
PAKPHHPE_02193	CDS	723				hypothetical protein
PAKPHHPE_02194	CDS	930	yfdH_1	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
PAKPHHPE_02195	CDS	1548				hypothetical protein
PAKPHHPE_02196	CDS	360				hypothetical protein
PAKPHHPE_02197	CDS	1116				hypothetical protein
PAKPHHPE_02198	CDS	633				hypothetical protein
PAKPHHPE_02199	CDS	1746				hypothetical protein
PAKPHHPE_02200	CDS	606				hypothetical protein
PAKPHHPE_02201	CDS	456				hypothetical protein
PAKPHHPE_02202	CDS	729				hypothetical protein
PAKPHHPE_02203	CDS	942	panS		COG0385	Pantothenate precursors transporter PanS
PAKPHHPE_02204	CDS	273				hypothetical protein
PAKPHHPE_02205	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
PAKPHHPE_02206	CDS	540				hypothetical protein
PAKPHHPE_02207	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
PAKPHHPE_02208	CDS	1632				hypothetical protein
PAKPHHPE_02209	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
PAKPHHPE_02210	CDS	825	iclR		COG1414	Transcriptional repressor IclR
PAKPHHPE_02211	CDS	435				hypothetical protein
PAKPHHPE_02212	CDS	1752	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
PAKPHHPE_02213	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
PAKPHHPE_02214	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
PAKPHHPE_02215	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
PAKPHHPE_02216	CDS	438	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
PAKPHHPE_02217	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
PAKPHHPE_02218	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
PAKPHHPE_02219	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
PAKPHHPE_02220	CDS	360	yijD			Inner membrane protein YijD
PAKPHHPE_02221	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
PAKPHHPE_02222	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
PAKPHHPE_02223	CDS	918	oxyR_3			Hydrogen peroxide-inducible genes activator
PAKPHHPE_02224	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PAKPHHPE_02225	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PAKPHHPE_02226	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
PAKPHHPE_02227	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
PAKPHHPE_02228	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
PAKPHHPE_02229	CDS	1734	cptA	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
PAKPHHPE_02230	CDS	450				hypothetical protein
PAKPHHPE_02231	CDS	297	araC_1			Arabinose operon regulatory protein
PAKPHHPE_02232	CDS	354	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
PAKPHHPE_02233	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
PAKPHHPE_02234	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
PAKPHHPE_02235	CDS	321	fryB	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
PAKPHHPE_02236	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
PAKPHHPE_02237	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
PAKPHHPE_02238	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
PAKPHHPE_02239	CDS	1104	gldA_2	1.1.1.6	COG0371	Glycerol dehydrogenase
PAKPHHPE_02240	CDS	624				hypothetical protein
PAKPHHPE_02241	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
PAKPHHPE_02242	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
PAKPHHPE_02243	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PAKPHHPE_02244	CDS	1125				hypothetical protein
PAKPHHPE_02245	CDS	999				hypothetical protein
PAKPHHPE_02246	CDS	858	mscS_1		COG0668	Small-conductance mechanosensitive channel
PAKPHHPE_02247	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
PAKPHHPE_02248	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
PAKPHHPE_02249	CDS	318	metJ		COG3060	Met repressor
PAKPHHPE_02250	CDS	1791	assT_4	2.8.2.22		Arylsulfate sulfotransferase AssT
PAKPHHPE_02251	CDS	663				hypothetical protein
PAKPHHPE_02252	CDS	213	rpmE		COG0254	50S ribosomal protein L31
PAKPHHPE_02253	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
PAKPHHPE_02254	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
PAKPHHPE_02255	CDS	882	ftsN		COG3087	Cell division protein FtsN
PAKPHHPE_02256	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
PAKPHHPE_02257	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
PAKPHHPE_02258	CDS	930	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
PAKPHHPE_02259	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
PAKPHHPE_02260	CDS	240	zapB		COG3074	Cell division protein ZapB
PAKPHHPE_02261	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
PAKPHHPE_02262	CDS	1509	glpK_2	2.7.1.30	COG0554	Glycerol kinase
PAKPHHPE_02263	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
PAKPHHPE_02264	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
PAKPHHPE_02265	CDS	429				hypothetical protein
PAKPHHPE_02266	CDS	597				hypothetical protein
PAKPHHPE_02267	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
PAKPHHPE_02268	CDS	765	lsrE	5.1.3.-	COG0036	Putative epimerase LsrE
PAKPHHPE_02269	CDS	330	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
PAKPHHPE_02270	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
PAKPHHPE_02271	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
PAKPHHPE_02272	CDS	999	lsrD			Autoinducer 2 import system permease protein LsrD
PAKPHHPE_02273	CDS	1044	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
PAKPHHPE_02274	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
PAKPHHPE_02275	CDS	960	lsrR		COG2390	Transcriptional regulator LsrR
PAKPHHPE_02276	CDS	1593	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
PAKPHHPE_02277	CDS	351				hypothetical protein
PAKPHHPE_02278	CDS	165				hypothetical protein
PAKPHHPE_02279	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
PAKPHHPE_02280	CDS	1041				hypothetical protein
PAKPHHPE_02281	CDS	960	scrK	2.7.1.4	COG0524	Fructokinase
PAKPHHPE_02282	CDS	1335	yagG		COG2211	Putative glycoside/cation symporter YagG
PAKPHHPE_02283	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
PAKPHHPE_02284	CDS	990	sbp		COG1613	Sulfate-binding protein
PAKPHHPE_02285	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
PAKPHHPE_02286	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
PAKPHHPE_02287	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
PAKPHHPE_02288	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
PAKPHHPE_02289	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
PAKPHHPE_02290	CDS	396				hypothetical protein
PAKPHHPE_02291	CDS	690	yiiM		COG2258	Protein YiiM
PAKPHHPE_02292	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
PAKPHHPE_02293	CDS	984			COG1638	Solute-binding protein
PAKPHHPE_02294	CDS	516				hypothetical protein
PAKPHHPE_02295	CDS	1308	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PAKPHHPE_02296	CDS	672	kdgM_2			Oligogalacturonate-specific porin KdgM
PAKPHHPE_02297	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
PAKPHHPE_02298	CDS	849	rhaR_4			HTH-type transcriptional activator RhaR
PAKPHHPE_02299	CDS	489	rhaS_1			HTH-type transcriptional activator RhaS
PAKPHHPE_02300	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
PAKPHHPE_02301	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
PAKPHHPE_02302	CDS	828	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
PAKPHHPE_02303	CDS	1149	mdh_3	1.1.1.244		NAD-dependent methanol dehydrogenase
PAKPHHPE_02304	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
PAKPHHPE_02305	CDS	549	sutR_1		COG1396	HTH-type transcriptional regulator SutR
PAKPHHPE_02306	CDS	660				hypothetical protein
PAKPHHPE_02307	CDS	324				hypothetical protein
PAKPHHPE_02308	CDS	1101				hypothetical protein
PAKPHHPE_02309	CDS	1032				hypothetical protein
PAKPHHPE_02310	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
PAKPHHPE_02311	CDS	588	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
PAKPHHPE_02312	CDS	2415	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
PAKPHHPE_02313	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
PAKPHHPE_02314	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
PAKPHHPE_02315	CDS	930	fdhE		COG3058	Protein FdhE
PAKPHHPE_02316	CDS	291				hypothetical protein
PAKPHHPE_02317	CDS	312	higB-2		COG2026	Toxin HigB-2
PAKPHHPE_02318	CDS	930	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
PAKPHHPE_02319	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase HigB
PAKPHHPE_02320	CDS	447	higA		COG5499	Antitoxin HigA
PAKPHHPE_02321	CDS	942				hypothetical protein
PAKPHHPE_02322	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
PAKPHHPE_02323	CDS	780				hypothetical protein
PAKPHHPE_02324	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
PAKPHHPE_02325	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
PAKPHHPE_02326	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
PAKPHHPE_02327	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
PAKPHHPE_02328	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
PAKPHHPE_02329	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
PAKPHHPE_02330	CDS	843	yihR		COG2017	putative protein YihR
PAKPHHPE_02331	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
PAKPHHPE_02332	CDS	1383	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
PAKPHHPE_02333	CDS	1422	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
PAKPHHPE_02334	CDS	693	ompL			Porin OmpL
PAKPHHPE_02335	CDS	849				hypothetical protein
PAKPHHPE_02336	CDS	1026				hypothetical protein
PAKPHHPE_02337	CDS	876				hypothetical protein
PAKPHHPE_02338	CDS	1242	hemW_1		COG0635	Heme chaperone HemW
PAKPHHPE_02339	CDS	879				hypothetical protein
PAKPHHPE_02340	CDS	735	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
PAKPHHPE_02341	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
PAKPHHPE_02342	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
PAKPHHPE_02343	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
PAKPHHPE_02344	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
PAKPHHPE_02345	CDS	111	yshB			putative protein YshB
PAKPHHPE_02346	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
PAKPHHPE_02347	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
PAKPHHPE_02348	CDS	198				hypothetical protein
PAKPHHPE_02349	CDS	633	engB		COG0218	putative GTP-binding protein EngB
PAKPHHPE_02350	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
PAKPHHPE_02351	CDS	909	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
PAKPHHPE_02352	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
PAKPHHPE_02353	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
PAKPHHPE_02354	CDS	270	yihD		COG3084	Protein YihD
PAKPHHPE_02355	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
PAKPHHPE_02356	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
PAKPHHPE_02357	rRNA	78				5S ribosomal RNA (partial)
PAKPHHPE_02358	rRNA	83				5S ribosomal RNA (partial)
PAKPHHPE_02359	tRNA	77				tRNA-Asp(gtc)
PAKPHHPE_02360	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
PAKPHHPE_02361	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
PAKPHHPE_02362	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
PAKPHHPE_02363	CDS	801				hypothetical protein
PAKPHHPE_02364	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
PAKPHHPE_02365	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
PAKPHHPE_02366	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
PAKPHHPE_02367	CDS	723				hypothetical protein
PAKPHHPE_02368	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
PAKPHHPE_02369	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
PAKPHHPE_02370	tRNA	77				tRNA-Asp(gtc)
PAKPHHPE_02371	CDS	1056				hypothetical protein
PAKPHHPE_02372	CDS	996				hypothetical protein
PAKPHHPE_02373	CDS	1884				hypothetical protein
PAKPHHPE_02374	CDS	495				hypothetical protein
PAKPHHPE_02375	CDS	825				hypothetical protein
PAKPHHPE_02376	CDS	903				hypothetical protein
PAKPHHPE_02377	CDS	2640	clpV1		COG0542	Protein ClpV1
PAKPHHPE_02378	CDS	543				hypothetical protein
PAKPHHPE_02379	CDS	1494				hypothetical protein
PAKPHHPE_02380	CDS	447				hypothetical protein
PAKPHHPE_02381	CDS	486	hcp1_1		COG3157	Protein hcp1
PAKPHHPE_02382	CDS	486				hypothetical protein
PAKPHHPE_02383	CDS	372				hypothetical protein
PAKPHHPE_02384	CDS	486	hcp1_2		COG3157	Protein hcp1
PAKPHHPE_02385	CDS	537				hypothetical protein
PAKPHHPE_02386	CDS	1344				hypothetical protein
PAKPHHPE_02387	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
PAKPHHPE_02388	CDS	774				hypothetical protein
PAKPHHPE_02389	CDS	357				hypothetical protein
PAKPHHPE_02390	CDS	3870				hypothetical protein
PAKPHHPE_02391	CDS	789				hypothetical protein
PAKPHHPE_02392	CDS	387				hypothetical protein
PAKPHHPE_02393	CDS	519				hypothetical protein
PAKPHHPE_02394	CDS	2190				hypothetical protein
PAKPHHPE_02395	CDS	447				hypothetical protein
PAKPHHPE_02396	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
PAKPHHPE_02397	CDS	264				hypothetical protein
PAKPHHPE_02398	CDS	774				hypothetical protein
PAKPHHPE_02399	CDS	447				hypothetical protein
PAKPHHPE_02400	CDS	138				hypothetical protein
PAKPHHPE_02401	CDS	438				hypothetical protein
PAKPHHPE_02402	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
PAKPHHPE_02403	CDS	252				hypothetical protein
PAKPHHPE_02404	CDS	159				hypothetical protein
PAKPHHPE_02405	CDS	198				hypothetical protein
PAKPHHPE_02406	CDS	282				IS3 family transposase IS1351
PAKPHHPE_02407	CDS	501				hypothetical protein
PAKPHHPE_02408	CDS	714	caf1M		COG3121	Chaperone protein caf1M
PAKPHHPE_02409	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
PAKPHHPE_02410	CDS	471				hypothetical protein
PAKPHHPE_02411	CDS	822				hypothetical protein
